,X_array,Y
2079,"[8, 0, 0, 23, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 7]",-1
700,"[16, 25, 19, 13, 3, 4, 7, 2, 8, 9, 1, 7, 5, 6, 6, 1, 0, 5, 5, 3, 0, 1, 2, 0, 2, 2, 0, 0, 2, 3, 2, 0, 0, 2, 0, 0, 1, 2, 3, 2, 3, 3, 0, 3, 0, 0, 0, 0, 0, 2, 2, 3, 2, 1, 2, 0, 3, 1, 0, 2, 1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 2, 2, 1, 0, 0, 1, 2, 0]",1
357,"[10, 5, 9, 6, 2, 1, 4, 3, 3, 0, 1, 0, 4, 1, 2, 2, 1, 3, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1
2118,"[9, 8, 7, 6, 1, 2, 4, 2, 4, 2, 0, 1, 2, 1, 2, 2, 1, 3, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 2, 0, 0, 0, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",-1
169,"[4, 12, 7, 4, 0, 2, 2, 0, 2, 2, 4, 4, 0, 5, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
659,"[7, 9, 1, 5, 1, 4, 1, 1, 3, 4, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1
1460,"[13, 2, 7, 8, 7, 1, 2, 3, 2, 0, 0, 0, 0, 1, 3, 3, 4, 0, 1, 2, 4, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",-1
1088,"[7, 2, 3, 16, 2, 1, 1, 3, 0, 0, 0, 2, 0, 0, 0, 3, 5, 1, 2, 7, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 2, 4, 1, 1, 1]",1
940,"[6, 6, 9, 5, 1, 1, 2, 2, 4, 1, 1, 0, 1, 3, 2, 2, 0, 1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0]",1
1501,"[4, 5, 4, 13, 1, 1, 1, 1, 0, 3, 0, 2, 0, 1, 1, 2, 2, 0, 2, 8, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 6]",-1
1715,"[12, 6, 10, 4, 5, 2, 4, 0, 2, 2, 1, 1, 4, 2, 2, 2, 0, 0, 3, 1, 1, 1, 3, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0]",-1
1852,"[16, 4, 15, 7, 4, 2, 6, 3, 4, 0, 0, 0, 7, 1, 6, 1, 0, 1, 3, 3, 2, 1, 1, 0, 2, 0, 0, 0, 1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 1, 0, 0, 0, 4, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 2]",-1
1308,"[11, 8, 13, 8, 4, 4, 1, 1, 3, 1, 2, 2, 2, 2, 5, 4, 2, 1, 4, 1, 1, 1, 1, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 0, 2, 0, 1, 3, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0]",-1
48,"[3, 8, 8, 5, 0, 2, 1, 0, 1, 2, 4, 1, 0, 4, 1, 2, 2, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1
81,"[2, 7, 12, 2, 0, 0, 2, 0, 0, 2, 4, 1, 2, 3, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
671,"[13, 10, 7, 12, 3, 3, 4, 3, 4, 3, 1, 2, 1, 2, 2, 2, 5, 2, 0, 4, 0, 1, 0, 2, 1, 1, 1, 0, 0, 1, 1, 2, 1, 0, 0, 2, 1, 1, 2, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1]",1
547,"[9, 11, 12, 7, 1, 2, 5, 1, 5, 1, 3, 2, 3, 3, 2, 3, 0, 5, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 2, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1
2267,"[8, 7, 11, 16, 2, 1, 2, 3, 1, 1, 1, 3, 1, 2, 4, 4, 4, 3, 4, 5, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 2, 0, 2, 0, 1, 0, 2, 1, 0, 1, 0, 2, 0, 2, 1, 1, 0, 2, 0, 3]",-1
1078,"[6, 8, 8, 3, 0, 1, 2, 2, 4, 3, 1, 0, 1, 4, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",1
130,"[6, 7, 8, 6, 2, 1, 1, 1, 2, 1, 2, 2, 0, 3, 3, 2, 2, 2, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1
398,"[4, 8, 13, 5, 0, 2, 1, 1, 1, 1, 3, 3, 2, 4, 6, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 2, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",1
1164,"[7, 9, 4, 9, 1, 3, 1, 2, 3, 3, 0, 2, 0, 1, 0, 3, 2, 2, 3, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0]",1
1747,"[15, 2, 8, 9, 7, 1, 5, 2, 1, 0, 0, 1, 3, 0, 1, 3, 4, 1, 1, 3, 2, 0, 4, 1, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",-1
267,"[5, 2, 6, 9, 1, 1, 0, 2, 1, 0, 0, 1, 3, 0, 2, 1, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 1, 1, 2]",1
1248,"[8, 10, 14, 5, 2, 1, 3, 2, 2, 3, 4, 1, 3, 4, 5, 1, 1, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 2, 1, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",-1
1591,"[9, 10, 4, 15, 2, 4, 1, 2, 5, 3, 0, 2, 0, 2, 1, 1, 2, 1, 2, 9, 0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 7]",-1
1264,"[2, 6, 10, 6, 0, 0, 2, 0, 1, 2, 1, 2, 0, 2, 4, 3, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 0]",-1
1153,"[5, 2, 11, 4, 1, 0, 2, 2, 1, 0, 0, 1, 3, 1, 6, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]",1
2195,"[1, 8, 8, 8, 0, 0, 0, 1, 1, 2, 2, 3, 0, 4, 1, 2, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 1, 1, 0]",-1
325,"[3, 8, 16, 3, 0, 0, 2, 1, 1, 2, 4, 1, 2, 4, 8, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 3, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1
489,"[5, 10, 10, 6, 0, 0, 5, 0, 3, 5, 0, 2, 1, 2, 3, 4, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1
663,"[6, 7, 12, 6, 1, 0, 4, 1, 2, 3, 1, 1, 3, 3, 3, 2, 0, 1, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1
2326,"[24, 4, 1, 12, 10, 3, 0, 10, 4, 0, 0, 0, 0, 0, 0, 1, 10, 1, 1, 0, 8, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 7, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",-1
392,"[10, 6, 7, 18, 4, 0, 1, 5, 1, 3, 0, 2, 1, 2, 1, 3, 4, 1, 4, 8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 1, 0, 3, 3]",1
2253,"[9, 8, 2, 11, 0, 2, 2, 4, 4, 2, 0, 2, 1, 0, 0, 1, 4, 4, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0, 2, 0, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1]",-1
1667,"[17, 4, 11, 7, 7, 1, 5, 3, 2, 1, 0, 1, 5, 1, 3, 2, 3, 1, 2, 1, 3, 0, 2, 1, 0, 1, 0, 0, 3, 1, 1, 0, 2, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",-1
261,"[9, 26, 11, 8, 2, 3, 2, 2, 7, 11, 3, 5, 0, 5, 4, 1, 0, 6, 2, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 3, 2, 1, 1, 7, 1, 2, 0, 0, 1, 1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1
312,"[13, 3, 3, 5, 8, 2, 2, 1, 3, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 3, 4, 2, 1, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1
2107,"[8, 14, 10, 10, 3, 2, 3, 0, 3, 6, 0, 4, 1, 3, 2, 4, 1, 3, 5, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 2, 2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0]",-1
184,"[5, 5, 12, 7, 0, 2, 2, 1, 2, 0, 1, 1, 2, 3, 2, 5, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 3, 0, 0, 0, 0]",1
462,"[3, 14, 5, 7, 0, 3, 0, 0, 2, 6, 2, 4, 1, 1, 1, 1, 0, 3, 2, 2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 3, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]",1
1992,"[4, 5, 9, 7, 0, 2, 2, 0, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",-1
2131,"[6, 4, 6, 9, 1, 1, 3, 1, 1, 0, 0, 3, 1, 0, 1, 3, 2, 3, 2, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1, 0, 1, 0]",-1
506,"[7, 4, 7, 8, 0, 3, 1, 2, 1, 0, 0, 3, 3, 0, 2, 2, 2, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0]",1
300,"[4, 15, 5, 5, 0, 2, 2, 0, 3, 7, 2, 3, 0, 3, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 5, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1
2051,"[6, 15, 9, 9, 1, 3, 1, 0, 2, 7, 2, 4, 2, 1, 2, 4, 1, 4, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 2, 2, 0, 0, 0, 2, 1, 2, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 3, 0, 1, 0, 0, 0, 0, 2, 0, 2, 2, 1, 0, 0, 0, 1, 0, 0]",-1
512,"[9, 5, 7, 6, 5, 0, 2, 2, 3, 1, 0, 1, 0, 1, 2, 3, 1, 2, 3, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",1
1084,"[9, 5, 8, 2, 1, 3, 3, 2, 3, 0, 1, 0, 4, 2, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1
1336,"[6, 1, 7, 14, 1, 0, 2, 3, 1, 0, 0, 0, 3, 0, 1, 2, 0, 1, 4, 9, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 3, 5]",-1
2385,"[8, 9, 3, 8, 3, 1, 2, 1, 1, 4, 0, 4, 2, 1, 0, 0, 2, 2, 1, 3, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",-1
126,"[13, 12, 22, 5, 1, 5, 7, 0, 3, 3, 4, 2, 7, 4, 7, 3, 1, 0, 4, 0, 0, 0, 1, 0, 1, 2, 1, 1, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 5, 1, 0, 1, 0, 2, 1, 3, 2, 1, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]",1
1072,"[9, 4, 4, 7, 3, 1, 2, 3, 2, 0, 0, 2, 1, 1, 1, 0, 3, 1, 1, 2, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]",1
1705,"[7, 1, 8, 12, 1, 1, 3, 2, 0, 0, 1, 0, 3, 0, 2, 2, 3, 0, 2, 7, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 5]",-1
1015,"[9, 9, 8, 11, 1, 2, 5, 1, 3, 1, 0, 5, 4, 0, 1, 2, 1, 6, 2, 2, 0, 0, 1, 0, 0, 0, 0, 2, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 0, 3, 1, 0, 1, 0, 1, 1, 0, 0]",1
